date,brand_name,sku_count,median_promo_price,min_promo_price,avg_discount_pct,promo_sku_count,avg_rating,total_reviews,units_sold_total,units_sold_delta,revenue_proxy,share_of_shelf_pct,promo_penetration_pct
2026-08-15,V-Vel Probiotics (วีเวลโปรไบโอติกส์),2,695.0,490.0,70.7,2,5.0,2,5,0,0.0,0.2,100.0
2026-08-15,Biomed,2,891.0,450.0,43.0,2,4.93,35,269,0,0.0,0.2,100.0
2026-08-15,Medileen,2,1300.0,1300.0,6.7,1,4.97,220,834,0,0.0,0.2,50.0
2026-08-15,Longbiotic,2,1850.0,800.0,0.0,0,5.0,20,68,0,0.0,0.2,0.0
2026-08-15,Dream Nature,2,297.19,289.0,44.1,2,4.94,108,452,0,0.0,0.2,100.0
2026-08-15,Frend (เฟรนด์),2,863.0,450.0,27.9,2,4.92,308,1232,0,0.0,0.2,100.0
2026-08-15,Balincer,2,151.06,112.42,62.4,2,4.94,515,1313,2,302.12,0.2,100.0
2026-08-15,PrimaNest,2,585.5,580.0,27.2,1,5.0,10,59,0,0.0,0.2,50.0
2026-08-15,Plantae,2,609.5,429.0,19.4,1,4.98,425,1300,0,0.0,0.2,50.0
2026-08-15,AGLAM,2,390.3,179.0,19.6,1,5.0,96,196,0,0.0,0.2,50.0
2026-08-15,Vikkaskincare,2,2139.0,1788.0,38.5,2,5.0,443,951,0,0.0,0.2,100.0
2026-08-15,VSL,2,1239.0,888.0,8.1,2,5.0,1,0,0,0.0,0.2,100.0
2026-08-15,QiuMi,2,260.32,126.75,87.0,2,4.9,97,188,0,0.0,0.2,100.0
2026-08-15,mama Beauty,2,141.75,132.3,85.0,2,4.94,62,143,0,0.0,0.2,100.0
2026-08-15,maemaiplengthai,2,486.5,119.0,73.0,2,5.0,6,30,0,0.0,0.2,100.0
2026-08-15,elevit,2,802.83,676.65,15.9,2,5.0,3,40,0,0.0,0.2,100.0
2026-08-15,Tecepec,2,131.27,129.08,61.5,2,4.98,51,201,0,0.0,0.2,100.0
2026-08-15,ROYAL-D,2,219.24,165.0,13.8,2,4.5,1,0,0,0.0,0.2,100.0
2026-08-15,Dicoflor,2,1072.5,745.0,2.9,1,,0,0,0,0.0,0.2,50.0
2026-08-15,NOLA SUPERFOODS,2,759.0,519.0,37.5,2,4.88,13,85,0,0.0,0.2,100.0
2026-08-15,UNC,2,590.0,590.0,50.8,2,5.0,1,0,0,0.0,0.2,100.0
2026-08-15,ESH,2,251.3,223.3,86.0,2,5.0,2,0,0,0.0,0.2,100.0
2026-08-15,SUIREN,2,695.0,490.0,0.0,0,5.0,4,0,0,0.0,0.2,0.0
2026-08-15,ปัจจัยชีวี,1,399.0,399.0,42.9,1,4.81,201,846,0,0.0,0.1,100.0
2026-08-15,Naturebelle,1,1610.0,1610.0,0.0,0,,0,0,0,0.0,0.1,0.0
2026-08-15,Senythy (เซนิธที),1,990.0,990.0,0.0,0,,0,0,0,0.0,0.1,0.0
2026-08-15,Klearly,1,374.98,374.98,6.0,1,5.0,7,22,0,0.0,0.1,100.0
2026-08-15,New Life Spectrum,1,799.0,799.0,32.9,1,5.0,3,7,0,0.0,0.1,100.0
2026-08-15,ฝนดอกไม้ (fondokmai),1,8.0,8.0,73.3,1,5.0,1,11,0,0.0,0.1,100.0
2026-08-15,Nutricost,1,750.0,750.0,15.7,1,,0,0,0,0.0,0.1,100.0
2026-08-15,SUPER CLEAR,1,439.0,439.0,0.0,0,,0,0,0,0.0,0.1,0.0
2026-08-15,jiammy,1,359.0,359.0,64.1,1,,0,0,0,0.0,0.1,100.0
2026-08-15,Fasai(ฟ้าใส),1,89.0,89.0,69.3,1,5.0,9,34,0,0.0,0.1,100.0
2026-08-15,Proove,1,1190.0,1190.0,7.8,1,,0,5,0,0.0,0.1,100.0
2026-08-15,LOVE PET PROSPER,1,99.0,99.0,70.9,1,5.0,37,127,2,198.0,0.1,100.0
2026-08-15,PRNN,1,888.25,888.25,6.5,1,5.0,5,10,0,0.0,0.1,100.0
2026-08-15,Nature Biotec(เนเจอร์ ไบโอเทค),1,393.0,393.0,21.2,1,5.0,1,0,0,0.0,0.1,100.0
2026-08-15,Didacat,1,140.12,140.12,57.5,1,4.0,1,8,0,0.0,0.1,100.0
2026-08-15,Mega We Care,1,270.0,270.0,0.0,0,5.0,1,7,0,0.0,0.1,0.0
2026-08-15,Araya,1,165.0,165.0,43.1,1,,0,0,0,0.0,0.1,100.0
2026-08-15,Nectapharma,1,683.0,683.0,50.5,1,5.0,22,103,0,0.0,0.1,100.0
2026-08-15,Nurisma Brand,1,790.0,790.0,0.0,0,,0,0,0,0.0,0.1,0.0
2026-08-15,Piping Rock,1,499.0,499.0,61.6,1,,0,0,0,0.0,0.1,100.0
2026-08-15,UJIN,1,168.0,168.0,43.8,1,,0,0,0,0.0,0.1,100.0
2026-08-15,Hyper Lab,1,1000.0,1000.0,56.5,1,,0,0,0,0.0,0.1,100.0
2026-08-15,Pharma Nord,1,1920.0,1920.0,0.0,0,4.98,90,316,0,0.0,0.1,0.0
2026-08-15,HyperX,1,1000.0,1000.0,54.5,1,,0,0,0,0.0,0.1,100.0
2026-08-15,healthy origins,1,1551.0,1551.0,22.4,1,5.0,1,17,0,0.0,0.1,100.0
2026-08-15,OMG,1,210.0,210.0,16.0,1,4.97,453,1200,0,0.0,0.1,100.0
2026-08-15,NEUTROVA,1,1890.0,1890.0,20.3,1,5.0,4,18,0,0.0,0.1,100.0
2026-08-15,GPO,1,290.0,290.0,0.0,0,4.98,211,952,0,0.0,0.1,0.0
2026-08-15,Fiber Mate,1,183.0,183.0,31.7,1,4.89,1091,8600,0,0.0,0.1,100.0
2026-08-15,Immor,1,1000.0,1000.0,10.7,1,4.97,78,165,0,0.0,0.1,100.0
2026-08-15,Gleanline (กลีนไลน์),1,299.0,299.0,33.6,1,5.0,18,65,0,0.0,0.1,100.0
2026-08-15,PROVA,1,490.0,490.0,16.9,1,4.86,14,106,0,0.0,0.1,100.0
2026-08-15,Mason Natural,1,498.0,498.0,17.0,1,5.0,9,54,0,0.0,0.1,100.0
2026-08-15,ORGANIC SEEDS,1,648.0,648.0,27.2,1,4.99,189,645,0,0.0,0.1,100.0
2026-08-15,KOREAN,1,250.0,250.0,0.0,0,4.94,225,625,0,0.0,0.1,0.0
2026-08-15,Winona,1,2598.0,2598.0,18.8,1,4.97,189,442,0,0.0,0.1,100.0
2026-08-15,BlueBird,1,179.1,179.1,23.8,1,4.99,94,335,0,0.0,0.1,100.0
2026-08-15,Innerwell,1,390.0,390.0,15.0,1,5.0,2,0,0,0.0,0.1,100.0
2026-08-15,WINONA INTERNATIONAL,1,1589.0,1589.0,0.6,1,4.97,246,619,0,0.0,0.1,100.0
2026-08-15,Camellia,1,390.0,390.0,0.0,0,5.0,209,600,0,0.0,0.1,0.0
2026-08-15,Linhzhimin,1,819.0,819.0,31.2,1,5.0,32,87,0,0.0,0.1,100.0
2026-08-15,Memories,1,640.0,640.0,34.8,1,5.0,67,156,0,0.0,0.1,100.0
2026-08-15,Proganic,1,358.72,358.72,59.7,1,4.96,778,3300,0,0.0,0.1,100.0
2026-08-15,CUphar,1,1355.75,1355.75,9.0,1,4.97,400,945,2,2711.5,0.1,100.0
2026-08-15,hepheka,1,5818.0,5818.0,20.3,1,,0,0,0,0.0,0.1,100.0
2026-08-15,S,1,1788.0,1788.0,10.2,1,,0,0,0,0.0,0.1,100.0
2026-08-15,MEMBERK,1,399.0,399.0,33.5,1,5.0,15,21,0,0.0,0.1,100.0
2026-08-15,TOMIN,1,399.0,399.0,49.5,1,4.97,1937,5000,0,0.0,0.1,100.0
2026-08-15,Abbott,1,385.39,385.39,12.2,1,5.0,97,614,0,0.0,0.1,100.0
2026-08-15,Ririko,1,459.0,459.0,29.4,1,4.97,79,260,0,0.0,0.1,100.0
2026-08-15,Nutrilite,1,1225.0,1225.0,5.0,1,4.93,27,172,0,0.0,0.1,100.0
2026-08-15,Lish,1,2000.0,2000.0,61.5,1,4.98,199,498,0,0.0,0.1,100.0
2026-08-15,Atomy,1,1400.0,1400.0,0.0,0,5.0,2,13,0,0.0,0.1,0.0
2026-08-15,Rainbow Light,1,1490.0,1490.0,25.5,1,,0,0,0,0.0,0.1,100.0
2026-08-15,Showa Coffee,1,561.0,561.0,29.9,1,4.98,129,300,0,0.0,0.1,100.0
2026-08-15,PROBAC7,1,590.0,590.0,0.0,0,5.0,1,0,0,0.0,0.1,0.0
2026-08-15,Earth's Pearl,1,542.0,542.0,16.6,1,5.0,1,12,0,0.0,0.1,100.0
2026-08-15,Castle C,1,690.0,690.0,0.0,0,5.0,60,131,0,0.0,0.1,0.0
2026-08-15,Plantogenic,1,1332.0,1332.0,23.9,1,4.97,65,302,0,0.0,0.1,100.0
2026-08-15,HOF,1,467.0,467.0,0.0,0,,0,0,0,0.0,0.1,0.0
2026-08-15,THE PRONURA,1,2990.0,2990.0,22.7,1,5.0,2,11,0,0.0,0.1,100.0
2026-08-15,hm by healthymax,1,1100.0,1100.0,0.0,0,,0,0,0,0.0,0.1,0.0
2026-08-15,NatureWise,1,1389.0,1389.0,0.0,0,5.0,6,31,0,0.0,0.1,0.0
2026-08-15,SUPPLEMENT,1,571.09,571.09,27.7,1,5.0,1,0,0,0.0,0.1,100.0
2026-08-15,PARADIGM,1,535.0,535.0,0.0,0,,0,0,0,0.0,0.1,0.0
2026-08-15,BioLac,1,450.0,450.0,0.0,0,5.0,3,31,0,0.0,0.1,0.0
2026-08-15,Calplus,1,990.0,990.0,0.0,0,,0,0,0,0.0,0.1,0.0
2026-08-15,WHEY WWL,1,990.0,990.0,0.0,0,5.0,1,0,0,0.0,0.1,0.0
2026-08-15,Wital Thailand,1,890.0,890.0,50.0,1,5.0,490,1500,0,0.0,0.1,100.0
2026-08-15,Popoo,1,333.63,333.63,86.6,1,4.98,2485,7600,0,0.0,0.1,100.0
2026-08-15,MMC,1,99.0,99.0,74.6,1,5.0,10,60,0,0.0,0.1,100.0
2026-08-15,Synotic,1,2600.0,2600.0,30.7,1,5.0,12,20,0,0.0,0.1,100.0
2026-08-15,KB,1,189.0,189.0,34.8,1,4.97,190,616,0,0.0,0.1,100.0
2026-08-15,Vitabiotics,1,490.0,490.0,0.0,0,5.0,5,24,0,0.0,0.1,0.0
2026-08-15,Preb,1,2399.0,2399.0,10.1,1,4.89,9,22,0,0.0,0.1,100.0
2026-08-15,ATLANTA,1,135.0,135.0,24.6,1,5.0,12,131,0,0.0,0.1,100.0
2026-08-15,The Longevist,1,1800.0,1800.0,10.0,1,5.0,15,32,0,0.0,0.1,100.0
2026-08-15,Fruiting Body,1,2995.0,2995.0,33.2,1,4.93,58,253,0,0.0,0.1,100.0
2026-08-15,OZ molts,1,223.3,223.3,86.0,1,4.88,40,113,1,223.3,0.1,100.0
2026-08-15,SOFTHER HEALTHY CHOICES,1,456.75,456.75,81.2,1,5.0,5,10,0,0.0,0.1,100.0
2026-08-15,NIKO,1,290.0,290.0,70.7,1,,0,0,0,0.0,0.1,100.0
2026-08-15,Medese,1,590.0,590.0,13.2,1,,0,0,0,0.0,0.1,100.0
2026-08-15,Bonback,1,854.0,854.0,75.7,1,5.0,2,0,0,0.0,0.1,100.0
2026-08-15,คาร่า,1,349.0,349.0,12.5,1,5.0,1,0,0,0.0,0.1,100.0
2026-08-15,Boots,1,245.0,245.0,50.0,1,4.94,33,101,1,245.0,0.1,100.0
2026-08-15,Petme,1,950.0,950.0,9.5,1,5.0,1,5,0,0.0,0.1,100.0
2026-08-15,Omilay,1,289.0,289.0,84.6,1,,0,5,0,0.0,0.1,100.0
2026-08-15,Fearathe,1,211.66,211.66,60.3,1,3.0,1,12,0,0.0,0.1,100.0
2026-08-15,Baigu,1,479.7,479.7,86.6,1,5.0,1,0,0,0.0,0.1,100.0
2026-08-15,D'LELLISE(ดีเลลลิสเซ่),1,450.7,450.7,8.0,1,4.99,134,540,2,901.4,0.1,100.0
2026-08-15,KEBETEME,1,286.11,286.11,84.7,1,5.0,54,151,0,0.0,0.1,100.0
2026-08-15,PP,1,280.0,280.0,68.2,1,,0,0,0,0.0,0.1,100.0
2026-08-15,BAT,1,399.0,399.0,49.5,1,4.98,181,582,0,0.0,0.1,100.0
2026-08-15,EVRYDAY,1,1067.88,1067.88,17.2,1,5.0,13,68,0,0.0,0.1,100.0
2026-08-15,Swiss,1,399.0,399.0,38.6,1,,0,0,0,0.0,0.1,100.0
2026-08-15,KIO,1,390.0,390.0,33.9,1,5.0,1,5,0,0.0,0.1,100.0
2026-08-15,Herbalife,1,1594.0,1594.0,0.0,0,5.0,1,0,0,0.0,0.1,0.0
2026-08-15,NUBOLIC,1,389.0,389.0,0.0,0,4.95,92,294,0,0.0,0.1,0.0
2026-08-15,RD+ อาร์ดีพลัส,1,359.0,359.0,10.2,1,5.0,14,104,0,0.0,0.1,100.0
2026-08-15,BellaNina,1,590.0,590.0,0.0,0,,0,0,0,0.0,0.1,0.0
2026-08-15,Fascino,1,229.0,229.0,23.2,1,5.0,3,19,0,0.0,0.1,100.0
2026-08-15,Vagisil,1,1450.0,1450.0,19.4,1,,0,0,0,0.0,0.1,100.0
2026-08-15,BBEEAAUU,1,299.0,299.0,50.1,1,4.95,971,1900,0,0.0,0.1,100.0
2026-08-15,Dr.Khongkwan,1,1990.0,1990.0,0.0,0,,0,0,0,0.0,0.1,0.0
2026-08-15,DHC,1,535.0,535.0,46.5,1,,0,0,0,0.0,0.1,100.0
2026-08-15,Meiji,1,1190.0,1190.0,7.8,1,,0,0,0,0.0,0.1,100.0
2026-08-15,Yakult,1,487.39,487.39,6.3,1,5.0,1,7,0,0.0,0.1,100.0
2026-08-15,Greater Pharma,1,1150.0,1150.0,8.0,1,4.88,42,124,0,0.0,0.1,100.0
2026-08-15,Clare's,1,199.0,199.0,23.2,1,,0,0,0,0.0,0.1,100.0
2026-08-15,Wink white,1,209.0,209.0,27.9,1,5.0,1,0,0,0.0,0.1,100.0
2026-08-15,Oronomedica,1,1450.0,1450.0,17.1,1,4.98,122,932,0,0.0,0.1,100.0
2026-08-15,Fairhaven health,1,1150.0,1150.0,23.3,1,,0,0,0,0.0,0.1,100.0
2026-08-15,HERBOLOID,1,2009.52,2009.52,51.8,1,5.0,3,7,0,0.0,0.1,100.0
2026-08-16,Unbranded,445,395.0,48.0,20.8,253,4.9,6544,21020,75,15643.62,36.7,56.9
2026-08-16,Premium,28,1840.0,590.0,48.7,28,5.0,3,5,0,0.0,2.3,100.0
2026-08-16,Lacto-Fit,19,343.67,79.0,30.5,16,4.96,3599,13984,0,0.0,1.6,84.2
2026-08-16,Life-Space,18,1140.0,450.0,26.6,12,4.9,4725,14255,4,3897.75,1.5,66.7
2026-08-16,Donutt,16,333.5,129.0,27.3,11,4.98,4406,12091,2,1374.0,1.3,68.8
2026-08-16,21st Century,16,443.5,250.0,9.2,4,4.98,90,370,0,0.0,1.3,25.0
2026-08-16,Premium(พรีเมึ่ยม),16,1670.0,890.0,25.3,16,,0,0,0,0.0,1.3,100.0
2026-08-16,Blackmores,15,789.0,519.0,12.7,9,4.96,1890,6795,10,12616.0,1.2,60.0
2026-08-16,PINK COCO,15,1483.52,868.85,23.8,15,4.58,98,353,0,0.0,1.2,100.0
2026-08-16,Swisse,14,639.83,325.0,23.3,10,4.98,303,1090,6,9314.0,1.2,71.4
2026-08-16,New Life Plus,13,460.0,460.0,7.2,13,,0,0,0,0.0,1.1,100.0
2026-08-16,Bcuelov,13,123.27,112.17,63.4,13,4.97,803,1927,1,115.76,1.1,100.0
2026-08-16,Now Foods,11,680.0,660.0,21.0,6,4.98,138,575,1,671.0,0.9,54.5
2026-08-16,FIT,9,289.0,241.9,23.1,7,5.0,97,291,0,0.0,0.7,77.8
2026-08-16,Posh Medica,9,146.8,138.0,34.1,8,4.98,4628,20579,0,0.0,0.7,88.9
2026-08-16,Bomi,9,408.8,290.0,35.7,8,4.97,1468,5091,5,2188.8,0.7,88.9
2026-08-16,modgut,9,1290.8,450.0,12.3,8,5.0,327,1054,2,2545.6,0.7,88.9
2026-08-16,PAA,8,1080.0,130.0,2.5,4,5.0,2530,7288,0,0.0,0.7,50.0
2026-08-16,pslalae,8,358.09,166.47,27.8,4,4.87,38,126,3,504.09,0.7,50.0
2026-08-16,Daitea,8,143.08,112.94,60.5,8,4.97,84,208,0,0.0,0.7,100.0
2026-08-16,California Gold Nutrition,8,545.41,478.4,12.2,2,4.9,149,879,2,3358.0,0.7,25.0
2026-08-16,Vistra,8,699.0,561.0,6.5,3,5.0,1631,5337,0,0.0,0.7,37.5
2026-08-16,Garden of Life,8,2091.5,1370.0,10.8,6,4.75,19,83,0,0.0,0.7,75.0
2026-08-16,wisamin,8,524.5,146.0,45.2,8,4.94,1186,2550,0,0.0,0.7,100.0
2026-08-16,TRUVITAR,8,480.5,214.0,41.5,8,4.96,904,2211,0,0.0,0.7,100.0
2026-08-16,Vitamores,7,203.0,161.0,66.4,7,4.97,5243,12149,6,1046.0,0.6,100.0
2026-08-16,Trunature,7,1190.0,826.9,1.1,1,4.95,36,110,2,1653.8,0.6,14.3
2026-08-16,DARY VIT,7,119.0,101.0,42.9,7,5.0,10,35,0,0.0,0.6,100.0
2026-08-16,LABLIBRARY,7,509.0,328.0,24.8,6,4.9,7372,19465,1,1015.0,0.6,85.7
2026-08-16,CEO,6,621.0,200.0,20.0,5,4.97,4497,9639,108,67068.0,0.5,83.3
2026-08-16,MANA,6,805.0,325.0,36.5,4,4.99,161,308,1,990.0,0.5,66.7
2026-08-16,SUPURRA,6,162.81,109.0,45.5,4,4.95,5071,11026,2,324.1,0.5,66.7
2026-08-16,Geni,6,790.0,505.0,36.3,6,5.0,30,68,0,0.0,0.5,100.0
2026-08-16,Feruna,6,888.5,420.0,43.2,6,4.97,630,1283,4,5064.0,0.5,100.0
2026-08-16,Dr.PONG,6,414.0,339.0,46.1,5,4.99,9137,25553,2,828.0,0.5,83.3
2026-08-16,PipingRock,6,464.0,355.0,28.6,4,5.0,5,10,0,0.0,0.5,66.7
2026-08-16,Interpharma,6,1859.3,350.0,19.8,6,4.94,2503,8408,4,7506.8,0.5,100.0
2026-08-16,Giffarine,6,790.0,553.0,5.0,1,5.0,20,34,0,0.0,0.5,16.7
2026-08-16,Activa แอคทิว่า,6,903.0,561.0,38.8,6,4.99,631,1247,1,1580.0,0.5,100.0
2026-08-16,PROMED,6,1400.0,1400.0,1.3,1,5.0,27,81,0,0.0,0.5,16.7
2026-08-16,Swanson,5,848.0,599.0,16.6,3,4.8,5,37,0,0.0,0.4,60.0
2026-08-16,MSP,5,395.0,390.0,20.9,4,5.0,101,215,0,0.0,0.4,80.0
2026-08-16,Nature's Bounty,5,940.0,435.0,21.2,4,4.71,70,378,0,0.0,0.4,80.0
2026-08-16,Beyond,5,289.73,289.73,63.9,5,4.95,6048,21218,0,0.0,0.4,100.0
2026-08-16,Vitalitown,5,838.42,749.0,0.0,0,5.0,40,179,0,0.0,0.4,0.0
2026-08-16,Auswelllife,5,1000.0,390.0,32.1,3,,0,0,0,0.0,0.4,60.0
2026-08-16,Kaya,5,116.3,111.54,65.1,5,4.96,675,2359,0,0.0,0.4,100.0
2026-08-16,Llamito (ยามิโตะ),5,299.0,290.0,10.2,1,5.0,55,255,2,580.0,0.4,20.0
2026-08-16,PRIME HEALTH,4,954.5,559.0,49.8,4,4.97,194,599,1,899.0,0.3,100.0
2026-08-16,RenewLife,4,519.0,199.0,16.7,1,,0,0,0,0.0,0.3,25.0
2026-08-16,Holista,4,1935.0,1890.0,6.8,2,4.95,23,43,0,0.0,0.3,50.0
2026-08-16,Prove+,4,2816.0,351.0,12.0,4,5.0,5,31,0,0.0,0.3,100.0
2026-08-16,BIOBAC,4,399.5,348.0,15.3,1,4.99,113,647,2,696.0,0.3,25.0
2026-08-16,culturelle,4,690.0,590.0,4.6,1,4.98,251,1373,0,0.0,0.3,25.0
2026-08-16,Schiff,4,1055.35,932.36,18.8,4,4.96,37,201,0,0.0,0.3,100.0
2026-08-16,life extension,4,601.0,559.0,34.3,3,5.0,11,22,0,0.0,0.3,75.0
2026-08-16,ManyMores Wellness,4,1395.0,1390.0,0.0,0,4.98,38,101,0,0.0,0.3,0.0
2026-08-16,Sandoz,4,175.84,165.0,14.7,2,4.98,190,1772,0,0.0,0.3,50.0
2026-08-16,Zenji,4,469.0,459.0,4.8,4,4.97,9908,27500,0,0.0,0.3,100.0
2026-08-16,wholesome wellness,4,1094.5,920.0,0.0,0,4.99,663,2220,2,2218.0,0.3,0.0
2026-08-16,V-Vel Probiotics (วีเวลโปรไบโอติกส์),4,1100.0,490.0,72.0,4,5.0,7,5,0,0.0,0.3,100.0
2026-08-16,Clover Plus,4,144.0,99.0,57.4,4,4.97,4008,11675,0,0.0,0.3,100.0
2026-08-16,Xemenry,4,184.81,182.77,57.7,4,4.94,4537,12506,1,182.77,0.3,100.0
2026-08-16,Kirkland Signature,4,228.11,218.91,57.1,4,4.96,298,1040,0,0.0,0.3,100.0
2026-08-16,Puritan's Pride,3,665.0,379.0,21.9,3,4.98,71,262,3,2577.0,0.2,100.0
2026-08-16,Nature,3,319.0,299.0,37.4,3,5.0,11,33,0,0.0,0.2,100.0
2026-08-16,PRESIVA,3,408.31,390.0,7.7,2,5.0,13,36,0,0.0,0.2,66.7
2026-08-16,life plus,3,299.0,279.0,10.6,3,5.0,57,225,1,299.0,0.2,100.0
2026-08-16,Prozeus,3,920.0,359.0,6.7,1,,0,0,0,0.0,0.2,33.3
2026-08-16,Codeage,3,1750.0,1600.0,2.6,1,,0,0,0,0.0,0.2,33.3
2026-08-16,Wink White Thailand,3,250.0,150.0,46.7,3,5.0,57,158,0,0.0,0.2,100.0
2026-08-16,NATROL,3,889.0,700.0,18.2,2,5.0,8,28,0,0.0,0.2,66.7
2026-08-16,Nutrify Probiotics Gen8,3,1490.0,990.0,0.0,0,4.97,206,988,0,0.0,0.2,0.0
2026-08-16,BioGaia,3,500.0,440.0,4.2,1,4.98,108,880,0,0.0,0.2,33.3
2026-08-16,Successmore,3,1000.0,957.0,25.3,3,4.97,48,156,0,0.0,0.2,100.0
2026-08-16,Nature's Way,3,699.0,420.0,34.0,3,5.0,31,77,0,0.0,0.2,100.0
2026-08-16,WOM,3,399.0,399.0,69.2,3,4.96,710,2265,0,0.0,0.2,100.0
2026-08-16,Biocap,3,359.0,289.0,58.6,3,4.97,2077,6121,0,0.0,0.2,100.0
2026-08-16,Longbiotic,3,2200.0,800.0,0.0,0,5.0,21,76,0,0.0,0.2,0.0
2026-08-16,Probiota,3,2799.0,1379.0,28.0,3,5.0,258,599,2,2758.0,0.2,100.0
2026-08-16,The Na Thailand,3,690.0,590.0,50.3,3,4.97,25,114,0,0.0,0.2,100.0
2026-08-16,Premuim,3,1590.0,1250.0,37.1,3,5.0,1,0,0,0.0,0.2,100.0
2026-08-16,Sharisma,3,450.0,420.0,5.6,2,5.0,2,0,0,0.0,0.2,66.7
2026-08-16,SN9,3,531.0,517.0,30.4,3,4.98,567,1369,0,0.0,0.2,100.0
2026-08-16,KET8,3,490.0,435.0,40.9,3,5.0,22,34,0,0.0,0.2,100.0
2026-08-16,jiammy,2,334.5,310.0,62.6,2,,0,0,0,0.0,0.2,100.0
2026-08-16,GMMOShopping,2,285.0,195.0,70.6,2,4.83,7,43,0,0.0,0.2,100.0
2026-08-16,Konvy,2,390.0,390.0,33.9,2,5.0,36,99,1,390.0,0.2,100.0
2026-08-16,MEDIRA,2,252.0,210.0,15.0,1,4.98,272,1207,0,0.0,0.2,50.0
2026-08-16,Suntory,2,3652.23,1826.11,3.4,2,5.0,5,29,1,1826.11,0.2,100.0
2026-08-16,LUKAREE,2,242.28,169.15,59.5,2,5.0,5,13,0,0.0,0.2,100.0
2026-08-16,GPGP GreenPeople,2,206.05,143.1,41.8,2,4.95,927,1936,2,286.2,0.2,100.0
2026-08-16,BioActive+,2,1000.0,690.0,24.4,2,5.0,61,195,2,2000.0,0.2,100.0
2026-08-16,Synotic,2,2150.0,1700.0,41.0,2,5.0,12,20,0,0.0,0.2,100.0
2026-08-16,Kenofor,2,144.88,143.39,59.0,2,5.0,5,9,0,0.0,0.2,100.0
2026-08-16,Nature's Truth,2,706.5,323.0,26.9,1,5.0,2,10,0,0.0,0.2,50.0
2026-08-16,Mulittea,2,1018.79,338.59,15.2,2,5.0,28,88,1,338.59,0.2,100.0
2026-08-16,WOMA,2,84.5,79.0,63.6,2,5.0,8,16,0,0.0,0.2,100.0
2026-08-16,Life,2,359.32,160.65,39.9,2,4.99,146,320,0,0.0,0.2,100.0
2026-08-16,Beworths,2,251.21,239.18,63.2,2,5.0,2,7,0,0.0,0.2,100.0
2026-08-16,Dr.CBD,2,79.5,9.0,78.5,2,5.0,14,65,0,0.0,0.2,100.0
2026-08-16,Wink white,2,320.0,320.0,29.6,2,,0,0,0,0.0,0.2,100.0
2026-08-16,Verena,2,214.0,188.0,74.1,2,4.98,214,1886,0,0.0,0.2,100.0
2026-08-16,Amway,2,1586.5,1584.0,8.8,1,4.91,152,543,0,0.0,0.2,50.0
2026-08-16,healthy origins,2,1555.0,1551.0,17.9,2,5.0,9,66,0,0.0,0.2,100.0
2026-08-16,Atomy,2,1180.0,960.0,0.0,0,5.0,16,99,0,0.0,0.2,0.0
2026-08-16,PROVA,2,470.0,450.0,12.5,2,4.93,24,164,0,0.0,0.2,100.0
2026-08-16,Nutralife,2,2125.0,1460.0,29.4,2,5.0,19,96,0,0.0,0.2,100.0
2026-08-16,Biomed,2,891.0,450.0,43.0,2,4.93,35,269,0,0.0,0.2,100.0
2026-08-16,Medileen,2,1300.0,1300.0,6.7,1,4.97,220,834,0,0.0,0.2,50.0
2026-08-16,bioCRAFT,2,1015.0,760.0,20.1,2,4.99,237,609,0,0.0,0.2,100.0
2026-08-16,ATLANTA,2,126.0,117.0,13.2,2,5.0,74,351,10,1350.0,0.2,100.0
2026-08-16,MEMBERK,2,704.5,399.0,33.1,2,5.0,49,90,1,1010.0,0.2,100.0
2026-08-16,Babalah,2,1596.0,1197.0,0.0,0,5.0,105,650,0,0.0,0.2,0.0
2026-08-16,Nutrilite,2,1437.5,1225.0,7.0,2,4.93,27,172,0,0.0,0.2,100.0
2026-08-16,Balincer,2,151.06,112.42,62.4,2,4.94,515,1313,0,0.0,0.2,100.0
2026-08-16,PrimaNest,2,585.5,580.0,27.2,1,5.0,10,59,0,0.0,0.2,50.0
2026-08-16,hm by healthymax,2,1650.0,1100.0,0.0,0,,0,0,0,0.0,0.2,0.0
2026-08-16,AGLAM,2,390.3,179.0,19.6,1,5.0,96,198,2,1203.18,0.2,50.0
2026-08-16,Vikkaskincare,2,2139.0,1788.0,38.5,2,5.0,443,953,2,4278.0,0.2,100.0
2026-08-16,Vida,2,264.0,249.0,47.1,2,4.98,957,2521,0,0.0,0.2,100.0
2026-08-16,VSL,2,1239.0,888.0,8.1,2,5.0,1,0,0,0.0,0.2,100.0
2026-08-16,H2YOU,2,910.0,610.0,55.5,2,,0,0,0,0.0,0.2,100.0
2026-08-16,mama Beauty,2,295.27,132.3,86.1,2,4.96,40,93,0,0.0,0.2,100.0
2026-08-16,Bonback,2,477.87,101.74,45.1,2,5.0,5,18,0,0.0,0.2,100.0
2026-08-16,elevit,2,802.83,676.65,15.9,2,5.0,3,40,0,0.0,0.2,100.0
2026-08-16,Tecepec,2,131.27,129.08,61.5,2,4.98,51,202,1,129.08,0.2,100.0
2026-08-16,ROYAL-D,2,219.24,165.0,13.8,2,4.5,1,0,0,0.0,0.2,100.0
2026-08-16,Dicoflor,2,1072.5,745.0,2.9,1,,0,0,0,0.0,0.2,50.0
2026-08-16,NOLA SUPERFOODS,2,759.0,519.0,37.5,2,4.88,13,85,0,0.0,0.2,100.0
