date,platform,item_id,sku_id,product_name,brand_name,brand_raw,seller_name,seller_id,category,subcategory,platform_category_ids,retail_price,promo_price,discount_pct,currency,units_sold,units_sold_raw,rating,review_count,in_stock,is_sponsored,location,url,query_bucket,collected_at,prev_date,prev_promo,prev_retail,promo_change,promo_change_pct,discount_pct_change,units_sold_delta,prev_sku_id,variant_changed
2026-08-23,lazada,16060819560,126424002230,(1กล่อง25ซอง) Klearly No.1 Probiotics Japan 23 สายพันธุ์ ผลิตภัณฑ์เสริมอาหารโพรไบโอติกส์,Klearly,Klearly,Thanawat-Siriraj Shop,100574832382,Supplements,Digestive Care,10100869|4087|8977|8982,399.0,399.0,0.0,THB,23.0,23 ชิ้น,5.0,7,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16060819560.html,shop-digestion-and-absorption|โพรไบโอติก,2026-08-23T22:28:16,2026-08-18,399.0,399.0,0.0,0.0,0.0,0.0,126424002230,no
2026-08-23,lazada,16060892968,126418779199,"NOW Foods, Saccharomyces Boulardii, Probiotic , 5 Billion CFU, 60 Veg Capsules",Now Foods,Now Foods,hairhairfiber,1000284740,Supplements,Immunity,10100869|4087|8977|8987,1048.0,1048.0,0.0,THB,,,,0,yes,no,นนทบุรี,https://www.lazada.co.th/products/pdp-i16060892968.html,shop-immune-system|probiotic,2026-08-23T22:28:16,2026-08-20,1048.0,1048.0,0.0,0.0,0.0,,126418779199,no
2026-08-23,lazada,16064827505,126467661592,Life Space Shape B420 Probiotic 60 Capsules โปรไบโอติกช่วยระบบย่อยอาหาร ระบบเผาผลาญ,New Life Spectrum,New Life Spectrum,Haalthy_Select,101100704217,Supplements,Digestive Care,10100869|4087|8977|8982,1190.0,799.0,32.9,THB,7.0,7 ชิ้น,5.0,3,yes,no,สระบุรี,https://www.lazada.co.th/products/pdp-i16064827505.html,"shop-digestion-and-absorption|probiotic,catalog|probiotic",2026-08-23T22:28:16,2026-08-20,799.0,1190.0,0.0,0.0,0.0,0.0,126467661592,no
2026-08-23,lazada,16066412134,126492569214,FIT PROBIOTIC SHOT 2Gx30SACHETS,FIT,FIT,ยาหนึ่ง,101115088879,Supplements,All Probiotic (search),10100869|4087|8977|8982,610.0,610.0,0.0,THB,,,5.0,1,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16066412134.html,catalog|probiotic,2026-08-23T22:28:16,2026-08-17,610.0,610.0,0.0,0.0,0.0,,126492569214,no
2026-08-23,lazada,16067485494,126517525261,Prozeus Pink 7 Probiotics 10 Sachets โพรซิอุส พิงค์ ชนิดผง กลิ่นมิกซ์เบอร์รี่ (1 กล่อง 10 ซอง)โพรไบโอติกส์สําหรับผู้หญิง,Prozeus,Prozeus,BellaHealthy,101287488083,Supplements,Women's Health,10100869|4087|8977|8995,450.0,359.0,20.2,THB,,,,0,yes,no,สุราษฎร์ธานี,https://www.lazada.co.th/products/pdp-i16067485494.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-20,359.0,450.0,0.0,0.0,0.0,,126517525261,no
2026-08-23,lazada,16067551864,126522652736,(สินค้าพร้อมส่ง) DLACTO Women's Probiotic (2กล่อง) ดีแลคโตะ โพรไบโอติก วูแมน สุขภาพน้องสาว อารมณ์ดี ไม่เหวี่ยงวีน (1กล่อง/15ซอง),Unbranded,No Brand,goodvital_shop,100310192458,Supplements,Women's Health,10100869|4087|8977|8995,2700.0,1090.0,59.6,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16067551864.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-20,1090.0,2700.0,0.0,0.0,0.0,,126522652736,no
2026-08-23,lazada,16067778590,126522630443,(สินค้าพร้อมส่ง) DLACTO Women's Probiotic ดีแลคโตะ โพรไบโอติก วูแมน สุขภาพน้องสาว อารมณ์ดี ไม่เหวี่ยงวีน (1กล่อง/15ซอง),Unbranded,No Brand,goodvital_shop,100310192458,Supplements,Women's Health,10100869|4087|8977|8995,690.0,325.0,52.9,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16067778590.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-20,325.0,690.0,0.0,0.0,0.0,,126522630443,no
2026-08-23,lazada,16067789614,126520343011,ราคาพิเศษ! แพ็คคู่ 2 กระปุก Dary Vit Q10 Plus + Dary Vit Probiotic balanz30 แคปซูล/กระปุก,DARY VIT,DARY VIT,Dary Vit Store,100197738379,Supplements,Multivitamins,10100869|4087|8977|6966,489.0,269.0,45.0,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16067789614.html,shop-multivitamin-supplements|probiotic,2026-08-23T22:28:16,2026-08-20,269.0,489.0,0.0,0.0,0.0,,126520343011,no
2026-08-23,lazada,16071601503,126579588210,ตระกร้าแท้บริษัทของแท้ โพรไบโอติก 1 ซอง 30.-,ฝนดอกไม้ (fondokmai),ฝนดอกไม้ (fondokmai),บริษัท ฝนดอกไม้ 168 จํากัด,101430896222,Supplements,Immunity,10100869|4087|8977|8987,30.0,8.0,73.3,THB,11.0,11 ชิ้น,5.0,1,yes,no,นครราชสีมา,https://www.lazada.co.th/products/pdp-i16071601503.html,shop-immune-system|probiotic,2026-08-23T22:28:16,2026-08-20,8.0,30.0,0.0,0.0,0.0,0.0,126579588210,no
2026-08-23,lazada,16072317316,126588536150,(โปร 30ซอง ) ไฟเบอร์ฟ้าใส รวมไฟเบอร์ผัก + โพรไบโอติกส์ สารสกัดนําเข้า ชงดื่มง่ายทุกวัน,Unbranded,No Brand,Coffee-shop8888,100536944079,Supplements,Digestive Care,10100869|4087|8977|8982,199.0,77.0,61.3,THB,223.0,223 ชิ้น,4.99,76,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16072317316.html,shop-digestion-and-absorption|โพรไบโอติก,2026-08-23T22:28:16,2026-08-20,77.0,199.0,0.0,0.0,0.0,3.0,126588536150,no
2026-08-23,lazada,16072498067,126588408219,Fahsai Fiber ฟ้าใส ไฟเบอร์ โพรไบโอติกส์ ไฟเบอร์ผัก หอม ดื่มง่าย(1 ห่อ 30 ซอง),Unbranded,No Brand,Enjoy-Coffee-shop,100389264707,Supplements,Digestive Care,10100869|4087|8977|8982,199.0,85.0,57.3,THB,67.0,67 ชิ้น,5.0,21,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16072498067.html,shop-digestion-and-absorption|โพรไบโอติก,2026-08-23T22:28:16,2026-08-20,85.0,199.0,0.0,0.0,0.0,0.0,126588408219,no
2026-08-23,lazada,16074040991,126605525681,[ 1 แถม 1 ] Probiotics ผลิตภัณฑ์เสริมอาหาร โพรไบโอติกส์ ปรับสมดุลระบบขับถ่าย ตรา INZENT [A57],SUPURRA,SUPURRA,INZENT,100200147084,Supplements,Digestive Care,10100869|4087|8977|8982,598.0,239.0,60.0,THB,197.0,197 ชิ้น,4.91,75,yes,no,กาญจนบุรี,https://www.lazada.co.th/products/pdp-i16074040991.html,"shop-digestion-and-absorption|probiotic,shop-digestion-and-absorption|โพรไบโอติก,catalog|probiotic",2026-08-23T22:28:16,2026-08-20,239.0,598.0,0.0,0.0,0.0,5.0,126605525681,no
2026-08-23,lazada,16075595002,126620250597,(โปร 30ซอง ) โปร1แถม1ไฟเบอร์ฟ้าใส รวมไฟเบอร์ผัก + โพรไบโอติกส์ สารสกัดนําเข้า ชงดื่มง่ายทุกวัน,Unbranded,No Brand,Coffee-shop8888,100536944079,Supplements,Digestive Care,10100869|4087|8977|8982,199.0,85.0,57.3,THB,856.0,856 ชิ้น,4.91,317,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16075595002.html,shop-digestion-and-absorption|โพรไบโอติก,2026-08-23T22:28:16,2026-08-20,85.0,199.0,0.0,0.0,0.0,9.0,126620250597,no
2026-08-23,lazada,16076820455,126626969356,"NOW Foods, Saccharomyces Boulardii, Probiotic , 5 Billion CFU 60 Veg Capsules",Now Foods,Now Foods,TonTuBut888,100333312438,Supplements,Immunity,10100869|4087|8977|8987,1048.0,1048.0,0.0,THB,,,,0,yes,no,นนทบุรี,https://www.lazada.co.th/products/pdp-i16076820455.html,shop-immune-system|probiotic,2026-08-23T22:28:16,2026-08-20,1048.0,1048.0,0.0,0.0,0.0,,126626969356,no
2026-08-23,lazada,16077121065,126631948968,"NOW Foods, Saccharomyces Boulardii, Probiotic , 5 Billion CFU, 60 Veg Capsule",Now Foods,Now Foods,Vitaton789,100196148855,Supplements,Immunity,10100869|4087|8977|8987,1048.0,1048.0,0.0,THB,,,,0,yes,no,นนทบุรี,https://www.lazada.co.th/products/pdp-i16077121065.html,shop-immune-system|probiotic,2026-08-23T22:28:16,2026-08-20,1048.0,1048.0,0.0,0.0,0.0,,126631948968,no
2026-08-23,lazada,16077538708,126632043244,Fahsai Fiber โปร1แถม1 ฟ้าใส ไฟเบอร์ โพรไบโอติกส์ ไฟเบอร์ผัก หอม ดื่มง่าย(1 ห่อ 30 ซอง),Unbranded,No Brand,Enjoy-Coffee-shop,100389264707,Supplements,Digestive Care,10100869|4087|8977|8982,390.0,165.0,57.7,THB,40.0,40 ชิ้น,4.85,13,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16077538708.html,shop-digestion-and-absorption|โพรไบโอติก,2026-08-23T22:28:16,2026-08-20,165.0,390.0,0.0,0.0,0.0,3.0,126632043244,no
2026-08-23,lazada,16078032720,126635667124,ผลิตภัณฑ์เสริมอาหาร ลูนารี่ วิตามิน ( บรรจุ 20 เม็ด ),Unbranded,No Brand,Bee shop.,101451600009,Supplements,Multivitamins,10100869|4087|8977|6966,300.0,179.0,40.3,THB,,,,0,yes,no,สุราษฎร์ธานี,https://www.lazada.co.th/products/pdp-i16078032720.html,shop-multivitamin-supplements|probiotic,2026-08-23T22:28:16,,,,,,,,,no
2026-08-23,lazada,16078204954,126642396123,ผลิตภัณฑ์เสริมอาหารแบบชง โพรไบโอวิต้า ดีเลลลิสเซ่ ( บรรจุ 15 ซอง ),Unbranded,No Brand,Bee shop.,101451600009,Supplements,Multivitamins,10100869|4087|8977|6966,300.0,289.0,3.7,THB,,,,0,yes,no,สุราษฎร์ธานี,https://www.lazada.co.th/products/pdp-i16078204954.html,shop-multivitamin-supplements|probiotic,2026-08-23T22:28:16,,,,,,,,,no
2026-08-23,lazada,16078924338,126645514019,"DR.LAB W Probiotics โปรไบโอติก 20,500 ล้าน CFU โพรไบโอติกสําหรับผู้หญิง เสริมความมั่นใจ",Unbranded,No Brand,DR.LAB,100756272262,Supplements,Women's Health,10100869|4087|8977|8995,2670.0,869.0,67.5,THB,,,,0,yes,no,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i16078924338.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-18,869.0,2670.0,0.0,0.0,0.0,,126645514019,no
2026-08-23,lazada,16078988265,126645378750,DR.LAB W Probiotics โพรไบโอติก แลคโตบาซิลลัส สูตรเฉพาะผู้หญิง ตกขาวบ่อย I นําเข้าจากอเมริกา,Unbranded,No Brand,PerfectLife Store,100201137188,Supplements,Women's Health,10100869|4087|8977|8995,2670.0,869.0,67.5,THB,,,,0,yes,no,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i16078988265.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-20,869.0,2670.0,0.0,0.0,0.0,,126645378750,no
2026-08-23,lazada,16079042055,126642543820,"มัลติวิตามิน Nutricost Multivitamin Probiotics + 22 Vitamins & Minerals, 120 Capsules",Nutricost,Nutricost,MadamVitamin85,100187941,Supplements,Multivitamins,10100869|4087|8977|6966,890.0,750.0,15.7,THB,,,,0,yes,no,นนทบุรี,https://www.lazada.co.th/products/pdp-i16079042055.html,shop-multivitamin-supplements|probiotic,2026-08-23T22:28:16,2026-08-20,750.0,890.0,0.0,0.0,0.0,,126642543820,no
2026-08-23,lazada,16079580871,126653378161,DR.LAB W Probiotics โพรไบโอติก แลคโตบาซิลลัส ตกขาวบ่อย ปรับสมดุลร่างกาย สูตรเฉพาะผู้หญิง I นําเข้าจากอเมริกา,Unbranded,No Brand,Bangkok Health Shop,100218729405,Supplements,Women's Health,10100869|4087|8977|8995,2670.0,869.0,67.5,THB,,,,0,yes,no,สมุทรปราการ,https://www.lazada.co.th/products/pdp-i16079580871.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-18,869.0,2670.0,0.0,0.0,0.0,,126653378161,no
2026-08-23,lazada,16080921664,126657071074,Klearly probiotic โพรไบโอติค 23 สายพันธ์ุ บรรจุ 25 ซอง,Unbranded,No Brand,แพนบิวตี้แคร์,100191405027,Supplements,Digestive Care,10100869|4087|8977|8982,350.0,350.0,0.0,THB,,,,0,yes,no,พระนครศรีอยุธยา,https://www.lazada.co.th/products/pdp-i16080921664.html,shop-digestion-and-absorption|โพรไบโอติก,2026-08-23T22:28:16,2026-08-18,350.0,350.0,0.0,0.0,0.0,,126657071074,no
2026-08-23,lazada,16081492569,126658829597,[โปร 1 กล่อง] DLACTO Women's Probiotic ดีแลคดตะ โพรไบโอติกส์ เพื่อสุขภาพน้องสาว รสสตอเบอร์รี่ โยเกิร์ต (1กล่อง 15ซอง),MANA,MANA,MANA premium Official,100695920022,Supplements,Digestive Care,10100869|4087|8977|8982,650.0,325.0,50.0,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16081492569.html,shop-digestion-and-absorption|โพรไบโอติก,2026-08-23T22:28:16,2026-08-12,325.0,650.0,0.0,0.0,0.0,,126658829597,no
2026-08-23,lazada,16085154287,126700490452,[โปรตระกร้ารวม!!] DLACTO Women's Probiotic โพรไบโอติกส์ ช่วยดูแลสุขภาพน้องสาว อารมณ์ดี ไม่เหวี่ยงวีน ดีแลคโตะโพรไบโอติกส์,MANA,MANA,Healthy Prime,100198737226,Supplements,Women's Health,10100869|4087|8977|8995,2180.0,1090.0,50.0,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16085154287.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-20,1090.0,2180.0,0.0,0.0,0.0,,126700490452,no
2026-08-23,lazada,16085160626,126694463819,[2 กล่อง!!] DLACTO Women's Probiotic โพรไบโอติกส์ ช่วยดูแลสุขภาพน้องสาว อารมณ์ดี ไม่เหวี่ยงวีน ดีแลคโตะโพรไบโอติกส์,MANA,MANA,Healthy Prime,100198737226,Supplements,Women's Health,10100869|4087|8977|8995,650.0,325.0,50.0,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16085160626.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-20,325.0,650.0,0.0,0.0,0.0,,126694463819,no
2026-08-23,lazada,16085271336,126700530880,[1 กล่อง!!] DLACTO Women's Probiotic โพรไบโอติกส์ ช่วยดูแลสุขภาพน้องสาว อารมณ์ดี ไม่เหวี่ยงวีน ดีแลคโตะโพรไบโอติกส์,MANA,MANA,Healthy Prime,100198737226,Supplements,Women's Health,10100869|4087|8977|8995,650.0,325.0,50.0,THB,8.0,8 ชิ้น,5.0,3,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16085271336.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-20,325.0,650.0,0.0,0.0,0.0,0.0,126700530880,no
2026-08-23,lazada,16085310182,126701560957,"Swanson, Oral Probiotic Formula, Natural Strawberry 3 Billion CFU, 30 Chew Tablets",Swanson,Swanson,TonTuBut888,100333312438,Supplements,Immunity,10100869|4087|8977|8987,848.0,848.0,0.0,THB,,,5.0,0,yes,no,นนทบุรี,https://www.lazada.co.th/products/pdp-i16085310182.html,shop-immune-system|probiotic,2026-08-23T22:28:16,2026-08-20,848.0,848.0,0.0,0.0,0.0,,126701560957,no
2026-08-23,lazada,16085327532,126701428312,[5แถม2!!] DLACTO Women's Probiotic โพรไบโอติกส์ ช่วยดูแลสุขภาพน้องสาว อารมณ์ดี ไม่เหวี่ยงวีน ดีแลคโตะโพรไบโอติกส์,MANA,MANA,Healthy Prime,100198737226,Supplements,Women's Health,10100869|4087|8977|8995,2180.0,1090.0,50.0,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16085327532.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-13,1090.0,2180.0,0.0,0.0,0.0,,126701428312,no
2026-08-23,lazada,16085329454,126694567316,[3แถม1!!] DLACTO Women's Probiotic โพรไบโอติกส์ ช่วยดูแลสุขภาพน้องสาว อารมณ์ดี ไม่เหวี่ยงวีน ดีแลคโตะโพรไบโอติกส์,MANA,MANA,Healthy Prime,100198737226,Supplements,Women's Health,10100869|4087|8977|8995,1300.0,650.0,50.0,THB,5.0,5 ชิ้น,5.0,1,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16085329454.html,shop-women-and-menopause|probiotic,2026-08-23T22:28:16,2026-08-20,650.0,1300.0,0.0,0.0,0.0,0.0,126694567316,no
2026-08-23,lazada,16085523651,126704256290,"Swanson, Probiotic, 120 Capsules 1 Billion CFU per Capsule",Swanson,Swanson,TonTuBut888,100333312438,Supplements,Immunity,10100869|4087|8977|8987,648.0,648.0,0.0,THB,,,,0,yes,no,นนทบุรี,https://www.lazada.co.th/products/pdp-i16085523651.html,shop-immune-system|probiotic,2026-08-23T22:28:16,2026-08-20,648.0,648.0,0.0,0.0,0.0,,126704256290,no
2026-08-23,lazada,16085960683,126703427870,Klearly No.1 Probiotic ผลิตพันธ์เสริมอาหารโพรไบโอติก 23 สายพันธ์ [25 ซอง/กล่อง],Unbranded,No Brand,@Idaily,100187043022,Supplements,Detoxification,10100869|4087|8977|8989,490.0,490.0,0.0,THB,6.0,6 ชิ้น,5.0,2,yes,no,ชลบุรี,https://www.lazada.co.th/products/pdp-i16085960683.html,shop-liver-detox|probiotic,2026-08-23T22:28:16,2026-08-20,490.0,490.0,0.0,0.0,0.0,0.0,126703427870,no
2026-08-23,lazada,16086618650,126708877256,Jindo Cha Probiotics จินโด ชา โปรไบโอติก เบอรรี่ 7ชนิด จุลินทรย์ชนิดดี กว่า 10ชนิด รสเลมอนไลม์ Lemon Lime Flavour 7 Berry,Unbranded,No Brand,the natt,100135927,Supplements,Immunity,10100869|4087|8977|8987,499.0,455.0,8.8,THB,,,,0,yes,no,กรุงเทพมหานคร,https://www.lazada.co.th/products/pdp-i16086618650.html,shop-immune-system|probiotic,2026-08-23T22:28:16,2026-08-20,455.0,499.0,0.0,0.0,0.0,,126708877256,no
